id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
63420,M19030,M,302.2,310.6,1843,27.0,131,0,0,0,0,0,0
63421,L52299,L,304.1,313.6,1437,43.7,37,0,0,0,0,0,0
63422,M15119,M,298.1,308.2,1902,20.5,19,0,0,0,0,0,0
63423,L56642,L,298.4,309.2,1334,53.5,110,0,0,0,0,0,0
63424,M21004,M,301.0,311.1,1615,37.7,153,0,0,0,0,0,0
63425,L50347,L,300.4,309.7,1559,41.3,159,0,0,0,0,0,0
63426,L47357,L,298.0,308.2,1567,33.9,47,0,0,0,0,0,0
63427,L56506,L,298.5,309.2,1465,35.2,180,0,0,0,0,0,0
63428,L56828,L,299.0,310.2,1605,33.2,60,0,0,0,0,0,0
63429,L47843,L,297.5,308.9,1505,47.0,185,0,0,0,0,0,0
63430,H37338,H,300.7,311.9,1389,50.8,186,0,0,0,0,0,0
63431,L55447,L,299.2,310.6,1836,21.6,162,0,0,0,0,0,0
63432,L54656,L,300.2,311.5,1692,29.9,128,0,0,0,0,0,0
63433,L52139,L,303.5,312.7,1395,52.7,120,0,0,0,0,0,0
63434,L49562,L,299.1,308.5,1786,24.9,37,0,0,0,0,0,0
63435,M18247,M,301.6,310.6,1393,47.9,63,0,0,0,0,0,0
63436,L54274,L,300.6,310.2,1493,47.9,18,0,0,0,0,0,0
63437,M20321,M,302.9,312.3,1405,51.4,57,0,0,0,0,0,0
63438,L56131,L,297.4,308.1,1393,49.3,54,0,0,0,0,0,0
63439,L53558,L,300.0,309.6,1514,44.6,175,0,0,0,0,0,0
63440,L47887,L,297.7,308.9,1569,32.8,99,0,0,0,0,0,0
63441,L53505,L,300.8,310.1,1577,36.4,170,0,0,0,0,0,0
63442,L54162,L,300.7,311.1,1508,40.0,148,0,0,0,0,0,0
63443,M21134,M,301.2,310.6,1533,40.1,158,0,0,0,0,0,0
63444,L55706,L,298.3,309.3,1401,48.8,175,0,0,0,0,0,0
63445,L52986,L,301.4,310.8,1440,48.5,177,0,0,0,0,0,0
63446,L54749,L,300.2,311.0,1255,71.8,149,0,0,0,0,0,0
63447,L51945,L,303.3,311.6,1602,36.7,79,0,0,0,0,0,0
63448,L54167,L,300.7,311.1,1422,13.8,163,0,0,0,0,0,0
63449,M15780,M,295.5,305.9,1397,44.1,51,0,0,0,0,0,0
63450,L48486,L,298.8,310.0,1383,42.4,152,0,0,0,0,0,0
63451,L54266,L,300.6,310.4,1543,37.7,215,0,0,0,0,0,0
63452,H32949,H,301.8,310.9,1409,54.8,31,0,0,0,0,0,0
63453,L52322,L,304.4,313.6,1568,45.0,0,0,0,0,0,0,0
63454,H37585,H,300.0,311.4,1431,34.5,155,0,0,0,0,0,0
63455,M16405,M,298.4,308.4,1644,32.7,95,0,0,0,0,0,0
63456,M17509,M,299.9,309.5,1582,38.2,181,0,0,0,0,0,0
63457,L51343,L,302.1,310.5,1492,40.9,107,0,0,0,0,0,0
63458,L56781,L,299.0,310.2,1472,45.1,56,0,0,0,0,0,0
63459,L55162,L,301.0,312.3,1488,40.6,107,0,0,0,0,0,0
63460,L54188,L,300.7,310.6,1472,42.4,148,0,0,0,0,0,0
63461,M16307,M,299.0,310.3,1447,41.6,96,0,0,0,0,0,0
63462,M20529,M,302.2,311.7,1465,41.6,171,0,0,0,0,0,0
63463,M22514,M,300.3,311.6,1445,43.2,151,0,0,0,0,0,0
63464,L49114,L,298.1,307.8,1449,49.8,87,0,0,0,0,0,0
63465,H33896,H,302.7,310.5,1598,35.8,4,0,0,0,0,0,0
63466,M16723,M,297.8,307.7,1543,39.3,74,0,0,0,0,0,0
63467,L53771,L,301.4,310.6,1372,51.7,87,0,0,0,0,0,0
63468,L49834,L,299.8,309.5,1772,24.0,59,0,0,0,0,0,0
63469,M21740,M,300.9,311.3,1439,41.4,100,0,0,0,0,0,0
63470,L50468,L,301.2,309.9,1455,46.1,125,0,0,0,0,0,0
63471,M20067,M,303.7,312.7,1509,39.4,162,0,0,0,0,0,0
63472,L49508,L,299.3,308.7,1446,41.4,211,0,0,0,0,0,0
63473,M19116,M,302.4,311.0,1413,46.5,179,0,0,0,0,0,0
63474,H30650,H,297.1,308.2,1408,45.6,176,0,0,0,0,0,0
63475,L56384,L,297.8,308.8,1621,36.1,57,0,0,0,0,0,0
63476,L57140,L,298.2,307.9,1599,32.4,74,0,0,0,0,0,0
63477,L53821,L,301.5,310.5,1334,48.7,135,0,0,0,0,0,0
63478,L56220,L,297.3,308.3,1786,25.7,54,0,0,0,0,0,0
63479,L56217,L,297.4,308.4,1471,40.1,179,0,0,0,0,0,0
63480,M15546,M,297.7,309.0,1504,38.2,35,0,0,0,0,0,0
63481,L55707,L,298.6,309.5,1446,43.5,92,0,0,0,0,0,0
63482,L55296,L,300.3,311.8,1557,32.7,104,0,0,0,0,0,0
63483,L49870,L,300.0,309.5,1610,32.8,192,0,0,0,0,0,0
63484,M20654,M,301.9,311.5,1612,38.8,0,0,0,0,0,0,0
63485,L53306,L,300.9,310.9,1370,52.5,171,0,0,0,0,0,0
63486,L53132,L,300.7,310.8,1563,37.9,82,0,0,0,0,0,0
63487,H32270,H,300.5,309.3,1861,26.9,223,0,0,0,0,0,0
63488,L49078,L,297.8,307.5,1694,29.0,157,0,0,0,0,0,0
63489,M21638,M,301.3,310.7,1619,25.5,46,0,0,0,0,0,0
63490,L55467,L,298.9,310.6,1485,38.1,7,0,0,0,0,0,0
63491,M21005,M,301.1,310.9,1436,22.3,146,0,0,0,0,0,0
63492,L55794,L,297.4,308.5,1694,33.1,181,0,0,0,0,0,0
63493,M24753,M,298.9,309.5,1532,36.8,163,0,0,0,0,0,0
63494,L50080,L,300.5,309.3,1574,51.2,179,0,0,0,0,0,0
63495,L55983,L,297.4,308.7,1505,37.6,60,0,0,0,0,0,0
63496,L53448,L,300.9,310.5,1409,45.0,25,0,0,0,0,0,0
63497,M24593,M,298.9,310.1,1521,42.9,153,0,0,0,0,0,0
63498,L48758,L,298.2,308.4,1488,39.6,104,0,0,0,0,0,0
63499,L49822,L,299.9,309.5,1473,42.8,141,0,0,0,0,0,0
63500,M17161,M,299.2,308.7,1417,47.5,138,0,0,0,0,0,0
63501,L56664,L,298.9,309.6,1563,36.9,195,0,0,0,0,0,0
63502,L54263,L,300.7,310.4,1416,43.7,0,0,0,0,0,0,0
63503,L56257,L,297.3,308.1,1566,31.1,154,0,0,0,0,0,0
63504,L49697,L,298.9,308.7,1533,37.6,0,0,0,0,0,0,0
63505,L53421,L,301.1,310.5,1392,52.4,181,0,0,0,0,0,0
63506,L47437,L,298.0,308.0,1511,33.5,127,0,0,0,0,0,0
63507,L56000,L,297.3,308.7,1496,45.7,125,0,0,0,0,0,0
63508,L53283,L,300.9,310.8,1407,41.0,9,0,0,0,0,0,0
63509,L56609,L,299.1,310.3,1512,38.1,137,0,0,0,0,0,0
63510,L54495,L,300.0,310.4,1397,50.0,174,0,0,0,0,0,0
63511,L55230,L,300.7,311.6,1635,31.6,158,0,0,0,0,0,0
63512,M16918,M,299.3,309.1,1902,24.0,151,0,0,0,0,0,0
63513,L54341,L,300.2,310.2,1378,60.3,200,1,0,0,0,1,0
63514,M21878,M,300.7,310.7,1352,52.8,74,0,0,0,0,0,0
63515,L50634,L,301.5,310.4,1499,38.5,6,0,0,0,0,0,0
63516,L52046,L,303.7,312.2,1668,31.9,180,0,0,0,0,0,0
63517,L53947,L,301.7,310.9,1509,46.9,16,0,0,0,0,0,0
63518,L52134,L,303.8,312.6,1393,46.5,148,0,0,0,0,0,0
63519,L53540,L,300.1,309.7,1416,42.8,199,0,0,0,0,0,0
63520,L56355,L,297.8,309.0,1590,34.6,0,0,0,0,0,0,0
63521,M15474,M,297.4,308.6,1609,41.5,104,0,0,0,0,0,0
63522,L50708,L,301.8,310.9,1567,35.9,212,0,0,0,0,0,0
63523,M21464,M,301.5,310.6,1372,47.6,34,0,0,0,0,0,0
63524,L56394,L,298.2,309.0,1562,38.2,49,0,0,0,0,0,0
63525,M18192,M,301.7,310.8,1452,43.0,137,0,0,0,0,0,0
63526,L53856,L,301.5,310.7,1505,41.7,222,0,0,0,0,0,0
63527,L48143,L,295.8,306.6,1621,31.6,173,0,0,0,0,0,0
63528,L53936,L,301.8,311.2,1597,42.2,202,0,0,0,0,0,0
63529,M20478,M,303.0,312.0,1447,40.9,0,0,0,0,0,0,0
63530,L55052,L,300.7,312.3,1702,26.2,54,0,0,0,0,0,0
63531,L54729,L,300.2,311.4,1433,45.3,97,0,0,0,0,0,0
63532,L54709,L,300.1,311.4,1749,26.9,45,0,0,0,0,0,0
63533,L49327,L,299.4,308.9,1608,31.8,199,0,0,0,0,0,0
63534,L53377,L,300.9,310.8,1493,45.8,62,0,0,0,0,0,0
63535,L54121,L,300.8,311.4,1316,57.6,55,0,0,0,0,0,0
63536,L47905,L,297.4,308.8,1475,41.4,142,0,0,0,0,0,0
63537,L49978,L,300.3,309.6,1480,40.9,60,0,0,0,0,0,0
63538,L54622,L,300.2,311.5,1519,38.5,37,0,0,0,0,0,0
63539,L54671,L,300.2,311.8,1447,56.9,44,0,0,0,0,0,0
63540,L50660,L,301.4,310.4,1458,44.3,64,0,0,0,0,0,0
63541,L54765,L,300.4,311.1,1541,36.2,189,0,0,0,0,0,0
63542,L56552,L,297.7,308.4,1748,27.7,84,0,0,0,0,0,0
63543,M22451,M,300.5,311.1,1696,30.7,177,0,0,0,0,0,0
63544,M19282,M,302.6,310.2,1657,29.9,101,0,0,0,0,0,0
63545,L53153,L,300.5,310.8,1354,51.7,7,0,0,0,0,0,0
63546,M15347,M,297.4,309.1,1439,43.0,183,0,0,0,0,0,0
63547,L56921,L,298.9,310.1,1699,31.9,175,0,0,0,0,0,0
63548,L55233,L,300.5,311.9,1436,21.7,16,0,0,0,0,0,0
63549,L54531,L,299.7,310.2,1498,37.1,173,0,0,0,0,0,0
63550,L56142,L,297.3,307.9,1355,60.5,80,0,0,0,0,0,0
63551,M19276,M,302.6,310.4,1258,65.3,79,1,0,1,1,0,0
63552,L49796,L,299.4,309.1,1594,31.3,66,0,0,0,0,0,0
63553,L47698,L,297.6,309.5,1512,35.7,45,0,0,0,0,0,0
63554,L53162,L,300.7,310.8,1648,29.4,186,0,0,0,0,0,0
63555,H34720,H,303.7,313.1,1403,51.6,12,0,0,0,0,0,0
63556,L49325,L,299.3,308.8,1479,39.2,144,0,0,0,0,0,0
63557,M19678,M,303.6,312.4,1680,30.0,2,0,0,0,0,0,0
63558,L57141,L,298.2,307.9,1399,37.6,139,0,0,0,0,0,0
63559,L47256,L,298.9,309.3,1807,21.9,47,0,0,0,0,0,0
63560,L51010,L,301.7,310.5,1511,35.5,96,0,0,0,0,0,0
63561,L55113,L,300.8,311.8,1551,21.8,182,0,0,0,0,0,0
63562,L55591,L,298.7,309.7,1462,41.0,13,0,0,0,0,0,0
63563,M19822,M,304.0,312.7,1856,24.3,160,0,0,0,0,0,0
63564,L56129,L,297.4,308.3,1284,46.7,50,0,0,0,0,0,0
63565,L55512,L,298.8,309.7,1429,43.5,136,0,0,0,0,0,0
63566,M15120,M,298.2,308.3,1521,38.2,22,0,0,0,0,0,0
63567,L52596,L,302.6,312.3,1498,47.6,0,0,0,0,0,0,0
63568,L48696,L,298.2,308.9,1486,54.0,22,0,0,0,0,0,0
63569,L48604,L,298.7,309.8,1462,45.9,76,0,0,0,0,0,0
63570,L50590,L,301.2,310.3,1461,39.7,59,0,0,0,0,0,0
63571,H38545,H,297.6,308.6,1660,32.7,85,0,0,0,0,0,0
63572,L49905,L,299.7,309.2,1460,34.8,122,0,0,0,0,0,0
63573,L54248,L,300.9,310.4,1590,36.3,168,0,0,0,0,0,0
63574,M21821,M,300.7,311.0,1509,41.2,95,0,0,0,0,0,1
63575,L48836,L,298.2,308.0,1635,35.8,160,0,0,0,0,0,0
63576,M21202,M,300.3,309.8,1444,50.3,3,0,0,0,0,0,0
63577,M15660,M,297.0,308.0,1882,24.2,0,0,0,0,0,0,0
63578,L55533,L,298.6,309.6,1442,55.6,194,0,0,0,0,0,0
63579,L55805,L,297.4,308.4,1432,46.2,96,0,0,0,0,0,0
63580,L54137,L,300.7,311.1,1427,50.7,0,0,0,0,0,0,0
63581,L50660,L,301.9,310.8,1400,30.4,79,0,0,0,0,0,0
63582,L56319,L,297.6,308.6,1379,50.6,150,0,0,0,0,0,0
63583,L48490,L,298.9,310.1,1498,50.2,160,0,0,0,0,0,0
63584,L48637,L,299.0,310.3,1485,42.4,24,0,0,0,0,0,0
63585,L56782,L,298.9,310.1,1705,32.5,63,0,0,0,0,0,0
63586,L50892,L,302.3,311.5,1543,33.2,39,0,0,0,0,0,0
63587,L49642,L,298.9,308.5,1576,34.5,117,0,0,0,0,0,0
63588,L49052,L,298.1,307.7,1432,39.7,90,0,0,0,0,0,0
63589,H36466,H,300.6,310.4,1436,42.7,124,0,0,0,0,0,0
63590,L50029,L,300.4,309.3,1520,28.2,207,0,0,0,0,0,0
63591,L47403,L,298.4,308.6,1579,35.4,170,0,0,0,0,0,0
63592,L48726,L,298.7,308.9,1391,40.0,100,0,0,0,0,0,0
63593,L56095,L,297.1,308.5,1486,42.1,179,0,0,0,0,0,0
63594,L53827,L,301.4,310.5,1657,31.5,149,0,0,0,0,0,0
63595,L51822,L,303.2,311.4,1546,42.1,226,0,0,0,0,0,0
63596,L48321,L,297.2,308.5,1517,36.4,68,0,0,0,0,0,0
63597,M20601,M,301.7,311.7,1483,40.5,8,0,0,0,0,0,0
63598,L52634,L,303.0,312.5,1487,39.8,125,0,0,0,0,0,0
63599,L54374,L,300.0,310.1,1477,52.6,59,0,0,0,0,0,0
63600,L55846,L,297.5,308.0,1668,31.3,37,0,0,0,0,0,0
63601,L54666,L,300.2,311.6,1635,31.8,151,0,0,0,0,0,0
63602,H36420,H,300.6,310.6,1479,42.0,0,0,0,0,0,0,0
63603,L56454,L,298.2,308.7,1386,45.8,45,0,0,0,0,0,0
63604,L54686,L,300.5,311.7,1445,41.8,207,0,0,0,0,0,0
63605,M15159,M,297.8,308.3,1567,35.6,23,0,0,0,0,0,0
63606,L50944,L,302.3,311.0,1329,54.8,176,0,0,0,0,0,0
63607,M21807,M,300.7,311.3,1551,36.9,58,0,0,0,0,0,0
63608,L48424,L,297.1,308.4,1433,42.9,96,0,0,0,0,0,0
63609,L53270,L,300.9,310.8,1708,26.6,2,0,0,0,0,0,0
63610,L49268,L,299.5,309.4,1362,53.6,16,0,0,0,0,0,0
63611,L50247,L,300.1,309.2,1469,46.4,101,0,0,0,0,0,0
63612,M23943,M,297.2,307.9,1541,42.1,169,0,0,0,0,0,0
63613,L53246,L,300.7,310.7,1402,46.3,121,0,0,0,0,0,0
63614,H37675,H,299.2,310.6,1427,48.4,153,0,0,0,0,0,0
63615,L50342,L,300.4,309.8,1445,40.0,148,0,0,0,0,0,0
63616,L49243,L,299.7,309.6,1605,34.4,166,0,0,0,0,0,0
63617,L47682,L,297.6,309.2,1606,36.2,221,0,0,0,0,0,0
63618,L48028,L,296.3,307.4,1465,47.1,15,0,0,0,0,0,0
63619,L55265,L,300.2,311.4,1331,43.9,143,0,0,0,0,0,0
63620,L54469,L,300.3,310.6,1433,53.8,13,0,0,0,0,0,0
63621,L52540,L,303.3,312.6,1464,44.1,140,0,0,0,0,0,0
63622,L52912,L,302.3,311.7,1330,54.6,171,0,0,0,0,0,0
63623,L49759,L,299.3,309.1,1445,45.5,187,0,0,0,0,0,0
63624,M21716,M,301.1,311.3,1625,32.2,34,0,0,0,0,0,0
63625,L50558,L,301.4,310.7,1453,46.3,30,0,0,0,0,0,0
63626,L52912,L,302.2,311.2,1654,28.9,202,0,0,0,0,0,0
63627,L52956,L,301.6,311.1,1629,49.2,104,0,0,0,0,0,0
63628,L49317,L,299.3,308.9,1623,31.1,181,0,0,0,0,0,0
63629,M22111,M,300.4,310.2,1533,40.7,209,0,0,0,0,0,0
63630,H33553,H,302.3,310.2,1356,45.3,85,0,0,0,0,0,0
63631,L50127,L,300.5,309.7,1592,29.6,17,0,0,0,0,0,0
63632,H35398,H,300.8,310.8,1423,48.0,133,0,0,0,0,0,0
63633,L49061,L,298.3,308.1,1615,32.8,111,0,0,0,0,0,0
63634,L48260,L,297.0,307.8,1573,36.4,188,0,0,0,0,0,0
63635,L56851,L,299.0,310.3,1603,33.7,246,0,0,0,0,0,0
63636,L47395,L,298.2,308.6,1539,39.4,37,0,0,0,0,0,0
63637,M16895,M,298.9,308.6,1528,40.4,139,0,0,0,0,0,0
63638,M22187,M,299.9,310.8,1553,39.2,181,0,0,0,0,0,0
63639,M21692,M,301.0,311.1,1409,43.1,185,0,0,0,0,0,0
63640,L53433,L,300.9,310.4,1615,28.1,57,0,0,0,0,0,0
63641,L51876,L,303.4,311.7,1497,36.8,0,0,0,0,0,0,0
63642,L56823,L,299.4,310.4,1509,36.7,142,0,0,0,0,0,0
63643,M24244,M,297.7,308.8,1378,55.4,179,0,0,0,0,0,0
63644,L54230,L,300.6,310.3,1434,45.8,27,0,0,0,0,0,0
63645,L56368,L,297.9,309.0,1340,57.4,36,0,0,0,0,0,0
63646,L55961,L,297.5,308.7,1378,52.3,27,0,0,0,0,0,0
63647,L50928,L,302.5,311.4,1606,35.0,23,0,0,0,0,0,0
63648,L50731,L,301.9,310.9,1799,24.2,73,0,0,0,0,0,0
63649,L55107,L,300.7,311.9,1412,45.5,196,0,0,0,0,0,0
63650,H34710,H,303.8,312.8,1379,50.2,178,0,0,0,0,0,0
63651,L53659,L,300.6,309.8,1418,36.6,147,0,0,0,0,0,0
63652,L53610,L,300.4,309.9,1623,33.2,37,0,0,0,0,0,0
63653,M21380,M,301.2,310.1,1665,32.5,68,0,0,0,0,0,0
63654,L47455,L,298.0,308.0,1543,40.2,174,0,0,0,0,0,0
63655,H38389,H,297.2,308.1,1341,47.8,171,0,0,0,0,0,0
63656,L54235,L,300.8,310.6,1663,30.7,139,0,0,0,0,0,0
63657,L56365,L,297.9,309.0,1452,43.2,142,0,0,0,0,0,0
63658,H32328,H,300.6,309.6,1439,41.7,143,0,0,0,0,0,0
63659,L53940,L,301.5,310.9,1528,34.3,17,0,0,0,0,0,0
63660,L49407,L,299.5,308.8,1611,30.4,164,0,0,0,0,0,0
63661,L52995,L,301.2,311.1,1670,33.4,196,0,0,0,0,0,0
63662,M19563,M,303.6,311.8,1620,35.7,162,0,0,0,0,0,0
63663,L47925,L,296.8,308.4,1555,38.2,197,0,0,0,0,0,0
63664,M20904,M,300.9,310.6,1456,42.5,187,0,0,0,0,0,0
63665,L54943,L,300.4,311.6,1445,52.4,3,0,0,0,0,0,0
63666,L56058,L,298.1,309.2,1802,33.3,85,0,0,0,0,0,0
63667,L55944,L,297.2,308.8,1583,38.0,0,0,0,0,0,0,0
63668,M22785,M,300.7,311.9,1529,41.6,197,0,0,0,0,0,0
63669,L49185,L,298.5,308.3,1523,38.5,0,0,0,0,0,0,0
63670,L48894,L,298.2,307.8,1474,48.6,0,0,0,0,0,0,0
63671,L54687,L,300.5,311.9,1438,43.8,207,0,0,0,0,0,0
63672,H36528,H,300.8,310.4,1457,53.6,62,0,0,0,0,0,0
63673,L49588,L,299.0,308.4,1506,39.4,188,0,0,0,0,0,0
63674,L51420,L,302.4,311.0,1777,27.0,92,0,0,0,0,0,0
63675,L52202,L,304.0,312.8,1404,45.5,90,0,0,0,0,0,0
63676,L55562,L,298.8,310.1,2026,20.0,58,0,0,0,0,0,0
63677,L51656,L,302.6,310.4,1415,50.9,12,0,0,0,0,0,0
63678,L55282,L,300.3,311.8,1409,44.3,182,0,0,0,0,0,0
63679,L49795,L,299.4,309.1,1494,37.5,64,0,0,0,0,0,0
63680,L49463,L,299.2,308.5,1736,28.9,98,0,0,0,0,0,0
63681,L56253,L,297.3,308.1,1366,50.2,127,0,0,0,0,0,0
63682,L57071,L,298.8,309.5,1384,48.6,159,0,0,0,0,0,0
63683,L52117,L,303.4,312.2,1368,48.1,96,0,0,0,0,0,0
63684,L56073,L,297.5,308.7,1462,37.7,116,0,0,0,0,0,0
63685,L53929,L,301.7,311.0,1450,47.3,185,0,0,0,0,0,0
63686,H38499,H,297.3,308.0,1544,41.4,181,0,0,0,0,0,0
63687,L49588,L,299.0,308.4,1356,52.6,155,0,0,0,0,0,0
63688,L55021,L,300.2,311.5,1471,47.2,94,0,0,0,0,0,0
63689,M23502,M,297.5,308.4,1596,36.6,83,0,0,0,0,0,0
63690,L47407,L,298.3,308.5,1439,46.2,168,0,0,0,0,0,0
63691,L53255,L,301.0,310.9,1444,46.5,199,0,0,0,0,0,0
63692,L55886,L,297.2,308.6,1403,50.4,72,0,0,0,0,0,0
63693,M17972,M,299.9,309.2,1452,38.8,7,0,0,0,0,0,0
63694,L54545,L,299.6,310.1,2057,20.4,176,0,0,0,0,0,0
63695,M23255,M,298.6,309.6,1372,46.5,92,0,0,0,0,0,0
63696,M22286,M,300.1,311.3,1436,44.0,7,0,0,0,0,0,0
63697,L47648,L,297.4,308.8,1728,26.7,129,0,0,0,0,0,0
63698,L50147,L,300.8,309.7,1595,32.8,61,0,0,0,0,0,0
63699,L54162,L,300.7,311.0,1314,60.7,148,0,0,0,0,0,0
63700,L53764,L,301.5,310.6,1372,44.0,100,0,0,0,0,0,0
63701,L49304,L,299.2,308.9,1465,39.1,117,0,0,0,0,0,0
63702,L47340,L,298.4,308.2,1738,25.5,218,0,0,0,0,0,0
63703,L54901,L,300.5,311.6,1512,40.5,108,0,0,0,0,0,0
63704,L56160,L,297.0,307.6,1609,34.3,126,0,0,0,0,0,0
63705,L56334,L,297.5,308.6,1596,44.8,141,0,0,0,0,0,0
63706,M19152,M,301.8,310.1,1405,47.9,18,0,0,0,0,0,0
63707,M24767,M,298.5,309.1,1587,37.2,206,0,0,0,0,0,0
63708,L53971,L,301.2,310.7,1551,40.6,82,0,0,0,0,0,0
63709,L51641,L,302.7,310.5,2056,19.7,195,0,0,0,0,0,0
63710,M23413,M,298.1,309.0,1418,38.2,63,0,0,0,0,0,0
63711,L49742,L,299.3,309.1,1551,39.1,153,0,0,0,0,0,0
63712,L53258,L,300.8,310.7,1339,59.1,203,0,0,0,0,0,0
63713,L49194,L,298.6,308.4,1542,40.4,40,0,0,0,0,0,0
63714,L56450,L,298.2,308.8,1894,22.4,34,0,0,0,0,0,0
63715,M17957,M,299.9,309.2,1353,44.1,182,0,0,0,0,0,0
63716,M23164,M,298.7,310.1,1754,27.1,53,0,0,0,0,0,0
63717,L55277,L,300.3,311.7,1452,40.8,172,0,0,0,0,0,0
63718,L52131,L,303.8,312.7,1596,36.4,134,0,0,0,0,0,0
63719,M21948,M,300.6,310.0,1405,47.1,0,0,0,0,0,0,0
63720,L49594,L,299.1,308.5,1564,33.5,2,0,0,0,0,0,0
63721,L55237,L,300.2,311.5,1549,37.2,139,0,0,0,0,0,0
63722,H37524,H,300.3,311.8,2141,37.5,204,0,0,0,0,0,0
63723,L47576,L,297.4,308.4,1388,52.6,116,0,0,0,0,0,0
63724,L48894,L,298.2,307.8,1388,40.6,96,0,0,0,0,0,0
63725,L54768,L,300.4,311.1,2013,38.0,171,0,0,0,0,0,0
63726,H31173,H,298.2,307.6,1522,39.7,195,0,0,0,0,0,0
63727,L55976,L,297.2,308.6,1501,40.0,63,0,0,0,0,0,0
63728,L53957,L,301.2,310.6,1382,47.5,44,0,0,0,0,0,0
63729,L55255,L,300.4,312.0,1546,38.9,117,0,0,0,0,0,0
63730,L55386,L,299.3,310.7,1491,40.2,29,0,0,0,0,0,0
63731,M19947,M,304.0,313.0,1779,24.2,66,0,0,0,0,0,0
63732,L55304,L,300.2,311.4,1430,43.4,32,0,0,0,0,0,0
63733,L55273,L,300.2,311.6,1493,43.0,155,0,0,0,0,0,0
63734,L56558,L,297.6,308.3,1450,46.7,98,0,0,0,0,0,0
63735,L51787,L,302.6,311.0,1564,35.5,137,0,0,0,0,0,0
63736,M20901,M,300.7,311.0,1486,46.9,106,0,0,0,0,0,0
63737,L53744,L,301.4,310.6,1557,35.1,157,0,0,0,0,0,0
63738,H35475,H,300.7,311.0,1309,61.0,106,0,0,0,0,0,0
63739,M19740,M,303.8,312.6,1434,41.9,185,0,0,0,0,0,0
63740,L47803,L,298.4,310.1,1523,47.4,83,0,0,0,0,0,0
63741,L53890,L,301.5,310.3,1563,38.8,33,0,0,0,0,0,0
63742,M18545,M,301.9,311.5,1540,43.6,184,0,0,0,0,0,0
63743,M20841,M,300.7,310.7,1456,46.5,183,0,0,0,0,0,0
63744,L48988,L,298.1,307.7,1662,28.3,125,0,0,0,0,0,0
63745,L48889,L,298.2,307.8,1748,25.1,66,0,0,0,0,0,0
63746,M19135,M,302.4,310.6,1340,57.1,156,1,0,1,0,0,0
63747,L54924,L,300.4,311.7,1484,36.9,160,0,0,0,0,0,0
63748,L56930,L,298.7,310.0,1470,32.6,197,0,0,0,0,0,0
63749,L52692,L,302.8,312.2,1446,45.6,58,0,0,0,0,0,0
63750,L53147,L,300.4,310.8,1628,52.5,144,0,0,0,0,0,0
63751,L49504,L,299.3,308.8,1484,39.9,201,0,0,0,0,0,0
63752,L50442,L,301.3,310.0,1517,43.0,199,0,0,0,0,0,0
63753,M22145,M,300.2,310.4,1372,57.3,77,0,0,0,0,0,0
63754,M19341,M,302.4,310.1,1445,45.9,25,0,0,0,0,0,0
63755,L48241,L,296.8,307.9,1453,45.2,173,0,0,0,0,0,0
63756,L51758,L,303.0,311.1,1969,20.2,63,0,0,0,0,0,0
63757,L56276,L,297.2,308.1,1618,30.9,2,0,0,0,0,0,0
63758,L50127,L,300.7,309.5,1487,29.0,98,0,0,0,0,0,0
63759,L50594,L,301.3,310.5,1425,44.7,106,0,0,0,0,0,0
63760,L51560,L,301.9,309.6,1410,55.6,223,0,0,0,0,0,0
63761,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,0,0
63762,L48741,L,298.2,308.3,1512,38.5,39,0,0,0,0,0,0
63763,L50232,L,300.1,309.2,1421,42.5,0,0,0,0,0,0,0
63764,L49955,L,299.7,309.3,1418,43.6,96,0,0,0,0,0,0
63765,L51427,L,302.6,311.0,1570,36.3,213,0,0,0,0,0,0
63766,L56261,L,297.1,308.0,1427,48.6,165,0,0,0,0,0,0
63767,L50627,L,301.7,310.4,1350,52.0,193,0,0,0,0,0,0
63768,M24753,M,298.9,309.6,1568,33.1,166,0,0,0,0,0,0
63769,H35898,H,300.2,309.7,1183,29.6,170,0,0,0,0,0,0
63770,L50962,L,302.1,310.8,1517,40.9,9,0,0,0,0,0,0
63771,M22350,M,300.4,311.8,1319,48.5,171,0,0,0,0,0,0
63772,L56603,L,298.1,308.5,1510,47.2,2,0,0,0,0,0,0
63773,H32755,H,301.4,310.7,1455,52.0,160,0,0,0,0,0,0
63774,M19113,M,301.9,311.0,1347,53.0,111,0,0,0,0,0,0
63775,M18132,M,301.3,310.0,1593,31.6,187,0,0,0,0,0,0
63776,L50157,L,300.4,309.4,1413,41.8,101,0,0,0,0,0,0
63777,L53499,L,300.9,310.2,1471,40.9,155,0,0,0,0,0,0
63778,L50558,L,301.5,310.6,1568,44.4,23,0,0,0,0,0,0
63779,L57094,L,298.8,308.8,1293,58.2,64,0,0,0,0,0,0
63780,L56483,L,298.1,308.9,1491,38.3,121,0,0,0,0,0,0
63781,L55100,L,300.8,312.0,1527,38.8,169,0,0,0,0,0,0
63782,L53886,L,301.3,310.5,1687,27.9,70,0,0,0,0,0,0
63783,M15204,M,297.5,308.4,1585,33.1,22,0,0,0,0,0,0
63784,L52099,L,303.3,312.2,1506,40.0,68,0,0,0,0,0,0
63785,L54675,L,300.3,311.9,1609,33.0,177,0,0,0,0,0,0
